snoRNA,disease,label
SNORD118,Atherosclerosis,0
SNORA57,Ovarian clear cell carcinoma,0
SNORD49A,Ovarian clear cell carcinoma,0
SNORD114-29,Adenocarcinoma,0
SNORD116-25,Neuroblastoma,0
SNORD57,Non small cell lung carcinoma,0
SNORD55,Head and neck squamous cell carcinoma,0
RNU2-1,Uveal melanoma,0
SNORD115-23,Gastric cancer,0
SNORA68,Colorectal carcinoma,0
SNORD57,Liver cancer,0
SNORD103A,Triple negative breast cancer,0
SNORD115-1,Colon and rectal adenocarcinoma,0
SNORA11E,Prostate cancer,0
SNORA44,Esophageal cancer,0
SNHG9,Uveal melanoma,0
SNORD71,Nasopharyngeal cancer,0
SNORD79,Early hepatocellular carcinoma,0
SNORD94,Hepatic carcinoma,0
SNORD121A,Glioma,0
SNORD88A,Herpes simplex keratitis,0
SNORD45B,Adenocarcinoma,0
SNORD115-31,Non small cell lung carcinoma,0
RNU1-1,Muscle-invasive bladder cancer,0
SNORD101,Liver cancer,0
SNORA23,T-cell acute lymphoblastic leukemia,0
RNU1-4,Esophageal squamous cell carcinoma,0
SNORA27,Esophagus adenocarcinoma,0
SNORA17A,Gallbladder cancer,0
SNORD115-15,Muscle-invasive bladder cancer,0
SNORD15A,Glioma,0
SNORD118,Nasopharyngeal carcinoma,0
SNORA79,Pancreatic adenocarcinoma,0
SNORD83A,Colorectal adenocarcinoma,0
SNORD44,Pre-eclampsia,0
SNHG4,Psoriatic arthritis,0
SNORA31,Esophageal squamous cell cancer,0
SNORD58C,Pneumonia,0
SNORA30,Hypopharyngeal cancer,0
SNORA74A,Breast cancer,0
SNORA70E,Colon and rectal adenocarcinoma,0
SCARNA3,T-cell acute lymphoblastic leukemia,0
SNORA75,Liver fibrosis,0
SNORD2,Laryngeal cancer,0
SNORD94,Liver cancer,0
SNORA4,Hypopharyngeal cancer,0
SNORD90,Laryngeal cancer,0
SNORD114-5,Renal cell carcinoma,0
SNORD33,Lymphoma,0
SNORD68,Renal carcinoma,0
SNORD46,Cervical cancer,0
SCARNA7,Breast neoplasms,0
SNORD27,Lymphosarcoma,0
SNORA7B,Primary breast cancer,0
SNORA53,Tuberculosis,0
SNORD3B-2,Breast cancer,0
SNORD113-6,Laryngeal squamous cell carcinoma,0
SNORD121B,Leukemia lymphoblastic acute,0
SNORD113-6,West nile virus infection,0
RNVU1-18,Esophageal squamous cell cancer,0
SNORA80A,Colon carcinoma,0
SNORA27,Epstein-barr virus infections,0
SNORD10,Oral squamous cell carcinoma,0
SNORD49B,Osteoarthritis,0
SNORD99,Prostate cancer,0
SNORA23,Psoriatic arthritis,0
SNORD116-25,Tongue squamous cell carcinoma,0
SNORD51,Melanoma,0
SNORA33,Pancreatic cancer,0
SNORA13,Mouth neoplasms,0
SNORD1C,Parkinson disease,0
SNORD114-3,Osteoarthritis,0
SNORA26,Early hepatocellular carcinoma,0
SNORD81,Prostatic neoplasms,0
SNORD114-5,Heart failure,0
SNORA24,Nasopharyngeal cancer,0
SNORA46,Colorectal adenocarcinoma,0
SNORD103C,Oral squamous cell carcinoma,0
SNORA28,Lymphoma,0
SNORA17A,Nk/T cell lymphoma,0
SNORD38B,Early hepatocellular carcinoma,0
SNORA23,Muscle-invasive bladder cancer,0
SNORD2,Nasopharyngeal carcinoma,0
SNORD114-14,Tongue squamous cell carcinoma,0
SNORD116-24,Multiple myeloma,0
SNORA68,Hepatic carcinoma,0
SNORA71C,Ovarian clear cell carcinoma,0
SNORD59A,Colorectal adenocarcinoma,0
SNORD76,Uterine cervical neoplasm,0
SNHG14,Colon and rectal adenocarcinoma,0
SNORD4B,Renal cell carcinoma,0
SNORD126,Retinoblastoma,0
SCARNA7,Colon and rectal adenocarcinoma,0
SNORD14B,Multiple myeloma,0
SNORD74,Muscle-invasive bladder cancer,0
SNORD105B,Multiple myeloma,0
SNORD3P3,Laryngeal cancer,0
SNORD15A,Multiple myeloma,0
SNHG16,Prostate carcinoma,0
RNU7-1,Pancreatic ductal adenocarcinoma,0
SNORD117,Early hepatocellular carcinoma,0
SCARNA2,Renal carcinoma,0
SCARNA2,Nk/T cell lymphoma,0
SNORD19B,Prader-willi syndrome,0
RNU2-1,Atherosclerosis,0
RNU7-1,Lung small cell carcinoma,0
SNORD38B,Breast cancer,0
SNORD68,Prostate carcinoma,0
SNORD1B,Esophageal squamous cell cancer,0
SNHG20,Liver cancer,0
SCARNA3,Ovarian clear cell carcinoma,0
SNORA15,Parkinson disease,0
SNORD44,Esophagus adenocarcinoma,0
SNORD60,T-cell acute lymphoblastic leukemia,0
SNORD110,Colorectal carcinoma,0
SNORA72,Epithelial ovarian carcinoma,0
SNORD88A,Prostatic neoplasms,0
SNORD116-20,Chronic myeloid leukemia,0
SNORA65,West nile virus infection,0
SNORD49A,Diffuse large B cell lymphoma,0
SNORD114-25,Pre-eclampsia,0
SNORD79,Nk/T cell lymphoma,0
SNORD30,Papillary thyroid cancer,0
SNORD1C,Leukemia lymphoblastic acute,0
SNORD34,Liver cancer,0
SNORD15B,Lung small cell carcinoma,0
SNORD116-24,Stomach cancer,0
SNORD1C,Lung squamous cell carcinoma,0
SNORA51,Multiple myeloma,0
SNHG6,Adenocarcinoma,0
SNORD58A,Osteoarthritis,0
SNORD112,Lung small cell carcinoma,0
SNORA28,Triple negative breast cancer,0
SNORD88B,Esophagus adenocarcinoma,0
SNORA70,Cardiac hypertrophy,0
SNORD105,Meningioma,0
SNORD115-31,Gallbladder cancer,0
SNORD19B,Primary breast cancer,0
SNORA20,Lung carcinoma,0
SNORA35,Renal cell cancer,0
SNORD54,Uterine cervical neoplasm,0
SNORD3C,West nile virus infection,0
SNORD114-25,Oral squamous cell carcinoma,0
SNORD57,Cardiac hypertrophy,0
SNORA8,Pediatric neuroblastoma,0
SNORD50B,Herpes simplex keratitis,0
SNORA7B,Neuroblastoma,0
SNORD55,Glioma,0
SNORA46,Cholangiocarcinoma,0
SNORA70B,Epstein-barr virus infections,0
SNHG18,Prostatic neoplasms,0
RNVU1-7,Heart failure,0
MEG8,Non small cell lung cancer,0
SNORA30,Mouth neoplasms,0
SNORD78,Acute promyelocytic leukemia,0
SNORA70E,T-cell acute lymphoblastic leukemia,0
SNORD126,Prader-willi syndrome,0
SNORD49A,Colorectal carcinoma,0
SCARNA3,Epstein-barr virus infections,0
SNORD114-1,Nasopharyngeal cancer,0
SNORA9,Head and neck squamous cell carcinoma,0
RNVU1-18,Ovarian clear cell carcinoma,0
SNORD91B,Cervical cancer,0
SNORD113-1,Renal carcinoma,0
SNORA52,Osteoarthritis,0
SNORA37,West nile virus infection,0
SNORD62A,Epithelial ovarian carcinoma,0
SNORA36A,Muscle-invasive bladder cancer,0
SNORA80B,Diffuse large B cell lymphoma,0
SNORA41,Epstein-barr virus infections,0
SCARNA10,Ovarian cancer,0
SNORD101,Colon carcinoma,0
SNORD41,Colorectal cancer,0
SNORA48,Liposarcoma,0
SNORD114-21,T-cell acute lymphoblastic leukemia,0
SNORD11B,Adenocarcinoma,0
SCARNA5,Hepatic carcinoma,0
SNORD7,Lung small cell carcinoma,0
SNORD36C,Tongue squamous cell carcinoma,0
SNORA80E,Head and neck squamous cell carcinoma,0
SNORA64,Meningioma,0
SNORD113-5,Esophageal squamous cell cancer,0
SNORD115-1,Breast neoplasms,0
SCARNA15,Pancreatic cancer,0
SNORA49,Liver fibrosis,0
SNORA8,Alzheimer disease,0
SNORD19,Lung cancer,0
SNORA81,Ischemia,0
SNORD79,Non small cell lung carcinoma,0
SNORD80,Prostate carcinoma,0
SNORD80,West nile virus infection,0
SNORD13,Tongue squamous cell carcinoma,0
SNORD19,Nasopharyngeal cancer,0
SNORD105B,Prader-willi syndrome,0
SNORD116-16,Glioma,0
RNU1-4,Prostate cancer,0
SNORD46,Nasopharyngeal cancer,0
SNORA41,Urinary bladder cancer,0
SNORD12C,Lymphoma,0
SNHG21,Lymphosarcoma,0
SNORD117,Pancreatic adenocarcinoma,0
SNORA16A,Pediatric neuroblastoma,0
SNORD45A,Mouth neoplasms,0
SNORA71A,Colon cancer,0
SNORD11B,Psoriatic arthritis,0
SNORD37,Alzheimer disease,0
SNORD113-5,Breast neoplasms,0
SNHG8,Uterine leiomyoma,0
SNORA70F,Hypopharyngeal cancer,0
SNORD114-9,Early hepatocellular carcinoma,0
SNORD114-28,Liver cirrhosis,0
SNORD52,Liver cancer,0
SNORD3D,Early hepatocellular carcinoma,0
SNORD6,Ischemia,0
SNORD43,Uterine cervical neoplasm,0
SNHG22,Osteosarcoma,0
SNORD74,Lung carcinoma,0
SNORD83A,Neuroblastoma,0
SNORD59B,Retinoblastoma,0
SNORD47,Urinary bladder cancer,0
SNORD24,Triple negative breast cancer,0
SNORD123,Stomach cancer,0
SNORD69,Liposarcoma,0
SNORD72,Primary breast cancer,0
SNORD115-10,Adenocarcinoma,0
SNORD113-4,Prostatic neoplasms,0
SNORD44,Prader-willi syndrome,0
MEG8,Breast cancer,0
SNORD63,Lung adenocarcinoma,0
SNORD36B,Parkinson disease,0
SNORA71B,Renal cell carcinoma,0
SNHG6,Epithelial ovarian cancer,0
SNORD114-26,Primary breast cancer,0
SNORD99,Myasthenia gravis,0
SNORA68,Wilms tumor,0
SNORD84,Cancer,0
RNVU1-7,Pediatric neuroblastoma,0
SNHG12,Laryngeal cancer,0
SNORA74B,Papillary thyroid cancer,0
SNORD62B,Ovarian cancer,0
SNORD19B,Colorectal cancer,0
SNORD125,Hemangioma,0
SNORA1,Primary breast cancer,0
SNORD115-32,Colon carcinoma,0
SNORA70C,Cholangiocarcinoma,0
RNU7-1,Cervical cancer,0
SNORD114-21,Breast cancer,0
SNORD115-40,Renal cell carcinoma,0
SNORD103C,Leukemia lymphoblastic acute,0
SNORA62,Head and neck squamous cell carcinoma,0
SNORD51,Atherosclerosis,0
SCARNA4,Non small cell lung cancer,0
SNORD116-1,Hepatocellular carcinoma,0
SNORD4A,Tuberculosis,0
SNORD3A,Ischemia,0
SNORA7B,Liver fibrosis,0
SCARNA9,Nasopharyngeal carcinoma,0
SNORA23,Neuroblastoma,0
SNORD12,Renal carcinoma,0
SNORA37,Renal carcinoma,0
SNORA31,Retinoblastoma,0
SNORD28,Prostatic neoplasms,0
SNORD115-1,Renal cell carcinoma,0
SNORD71,Adenocarcinoma,0
SNORA50C,Head and neck squamous cell carcinoma,0
SNORD114-15,Non small cell lung cancer,0
SNORA40,Melanoma,0
SNORD114-28,Colon carcinoma,0
SNORD45B,Leukemia lymphoblastic acute,0
SNORD113-5,Ovarian clear cell carcinoma,0
SNORD127,Colon and rectal adenocarcinoma,0
SNORD20,Psoriatic arthritis,0
SNORA62,Liver cirrhosis,0
SNORD58B,Rheumatoid arthritis,0
SNORD71,Oral squamous cell carcinoma,0
SNORA50A,Heart failure,0
SNORD116-2,Liposarcoma,0
SNORD116-21,Heart failure,0
SNORD82,Bladder cancer,0
SNORD49B,Esophageal squamous cell carcinoma,0
SCARNA3,Cardiac hypertrophy,0
SNORD115-31,Cerebral cavernous malformations,0
SNORD103B,Nasopharyngeal carcinoma,0
SNHG10,Gastric carcinoma,0
SNORD34,Lung squamous cell carcinoma,0
SNORD23,Lymphosarcoma,0
SNORD42B,Lung carcinoma,0
SNORA63,Laryngeal squamous cell carcinoma,0
SNORD3B-1,Acute promyelocytic leukemia,0
SNORD11B,Thyroid cancer,0
SNORD31,Gastric carcinoma,0
SNORD121A,Uveal melanoma,0
SCARNA3,Pneumonia,0
SNORD55,Myasthenia gravis,0
SNORA14B,Hemangioma,0
SNHG21,Epithelial ovarian cancer,0
SNORA49,Liposarcoma,0
SNORD115-21,Psoriatic arthritis,0
SNORD72,Glioma,0
SNORD22,Hepatic carcinoma,0
SNORD115-31,Colorectal adenocarcinoma,0
SNORA7B,Lung carcinoma,0
SNORA63,Lung small cell carcinoma,0
SNORA80E,Parkinson disease,0
SNORD114-2,Colon carcinoma,0
RNU1-4,Acute myeloid leukemia,0
SCARNA7,Lung adenocarcinoma,0
SNORD71,Lymphosarcoma,0
SNORA53,Papillary thyroid cancer,0
SNORD75,Colorectal carcinoma,0
SNORD116-16,Rheumatoid arthritis,0
SNORD114-20,Parkinson disease,0
SNORD121A,Stomach cancer,0
SNORD32A,Cancer,0
SNORD59A,Urinary bladder cancer,0
SNORD32A,Chronic obstructive pulmonary disease,0
SNORA17A,Malignant glioma,0
SNORD118,Epstein-barr virus infections,0
SNORD88B,Cardiac hypertrophy,0
SNORA70D,Cholangiocarcinoma,0
SNORA40,Malignant glioma,0
SNORA73A,Pneumonia,0
SNORD89,Malignant glioma,0
SNORD56,Tuberculosis,0
SNORA28,Pre-eclampsia,0
SCARNA5,Dysregulated immunity,0
SNHG17,Lung cancer,0
SNORA71D,Hepatocellular carcinoma,0
SNORD30,Nasopharyngeal cancer,0
SNORD37,Thyroid cancer,0
SNORD58B,Ovarian clear cell carcinoma,0
SNORD31,Esophageal squamous cell cancer,0
SNORA54,Chronic myeloid leukemia,0
SNORD49B,Lung carcinoma,0
SNORD88B,Colorectal carcinoma,0
SNORD58C,Lung adenocarcinoma,0
SNORA16A,Lung carcinoma,0
SNORD116-16,Colon cancer,0
SNORA75,Gastric carcinoma,0
SNORA70C,Tuberculosis,0
SNORD114-20,Colon and rectal adenocarcinoma,0
SNORA70B,Hepatic carcinoma,0
SNHG3,Epithelial ovarian carcinoma,0
SNORD20,Nasopharyngeal cancer,0
SNORD36C,Renal cell carcinoma,0
RNU1-3,Liver fibrosis,0
SNORD74,Laryngeal cancer,0
SNORD88A,Colorectal carcinoma,0
SNORD81,Liver fibrosis,0
SNORD115-23,Uterine cervical neoplasm,0
SNORD121A,Papillary thyroid carcinoma,0
SNORD103A,Neuroblastoma,0
SNORD33,Pre-eclampsia,0
SNORA13,Non small cell lung cancer,0
SNORA36A,Nk/T cell lymphoma,0
SNORD51,Hypopharyngeal cancer,0
SNORD114-23,Colorectal cancer,0
SNORD115-13,Pre-eclampsia,0
SNORD116-16,Stomach cancer,0
SNORD103A,Pancreatic adenocarcinoma,0
SCARNA3,Herpes simplex keratitis,0
SNORA80B,Nasopharyngeal cancer,0
SNORA63,Triple negative breast cancer,0
RNU7-1,Glioma,0
SNORA62,Hepatocellular carcinoma,0
SCARNA16,Non small cell lung carcinoma,0
SNORD23,Laryngeal cancer,0
SCARNA22,Chronic obstructive pulmonary disease,0
SNHG17,Cerebral cavernous malformations,0
SNORA16B,B-cell lymphoma,0
SNORD116-1,Pancreatic ductal adenocarcinoma,0
SNORD50A,Chronic myeloid leukemia,0
SNORD79,Cardiac hypertrophy,0
SNORD97,Pancreatic ductal adenocarcinoma,0
SNORA5A,Colon cancer,0
SNORD45C,Meningioma,0
SNORA80B,Prostate cancer,0
SNORD89,Colorectal carcinoma,0
SNORA60,Epithelial ovarian cancer,0
SNORD113-1,Bladder cancer,0
SNORA81,Colon cancer,0
SNORD87,Prostate carcinoma,0
SCARNA15,Tuberculosis,0
SNORA70F,Papillary thyroid cancer,0
SNHG19,Chronic myeloid leukemia,0
SNORA58,Hepatocellular carcinoma,0
SNORA14B,Prostatic neoplasms,0
SNORD48,Renal cell cancer,0
SCARNA10,Early hepatocellular carcinoma,0
SNORA41,Triple negative breast cancer,0
SNORD113-8,Wilms tumor,0
SNORA18,Melanoma,0
SNORD51,Osteoarthritis,0
SNORD61,Neuroblastoma,0
SNORD60,Nasopharyngeal cancer,0
SNORD23,Renal cell carcinoma,0
SNORA59B,Oral squamous cell carcinoma,0
SNORD111,Leukemia lymphoblastic acute,0
SNHG12,Colorectal carcinoma,0
SNORD60,Cancer,0
SNORD115-31,Pneumonia,0
SNORD96A,Oral squamous cell carcinoma,0
SNORD70,Nonalcoholic fatty liver disease,0
SNORD42A,Nonalcoholic fatty liver disease,0
SNORA79,Prostate carcinoma,0
SNORD49A,Liposarcoma,0
SCARNA17,Papillary thyroid cancer,0
SNORA16B,Wilms tumor,0
SNORA65,Hepatic carcinoma,0
SNORD45C,Triple negative breast cancer,0
SNORA30,Breast neoplasms,0
SNORA71A,Colon carcinoma,0
SNORD35A,Colon cancer,0
SNORA70B,Leukemia lymphoblastic acute,0
SNORD42B,Psoriatic arthritis,0
SNHG14,Pancreatic adenocarcinoma,0
SNORA33,Papillary thyroid carcinoma,0
SNORD22,Esophageal squamous cell cancer,0
SNORD84,Lymphoma,0
SNORA69,Meningioma,0
SNORD24,Heart failure,0
SNORA36C,Laryngeal squamous cell carcinoma,0
SNORD26,Nasopharyngeal carcinoma,0
SNORD38B,Lymphosarcoma,0
SNORD116-25,Colorectal adenocarcinoma,0
SNORD116-15,Breast cancer,0
SNORA21,Malignant glioma,0
RNU7-1,Epithelial ovarian carcinoma,0
SNHG5,Epithelial ovarian cancer,0
SNORD57,Prostate carcinoma,0
SNHG22,Colorectal cancer,0
RNU2-1,Ovarian clear cell carcinoma,0
SNORA7B,Mouth neoplasms,0
SNORA3A,Head and neck squamous cell carcinoma,0
SNHG8,Head and neck squamous cell carcinoma,0
SNORD7,Nk/T cell lymphoma,0
SNORD63,Prostate carcinoma,0
SNORD116-25,Head and neck squamous cell carcinoma,0
SNORD7,Colon and rectal adenocarcinoma,0
SNORD69,Meningioma,0
SNORD18B,Urinary bladder cancer,0
SNORA55,Non small cell lung cancer,0
SNORA23,Colon cancer,0
SNORA16B,Tongue squamous cell carcinoma,0
SNORD21,Renal carcinoma,0
SNORD125,Papillary thyroid carcinoma,0
SNORD114-26,Heart failure,0
SNORD113-5,Hypopharyngeal cancer,0
SNORD92,Ischemia,0
SNORD49B,Atherosclerosis,0
SNORD15B,Liposarcoma,0
SNORA73A,Cardiac hypertrophy,0
SNHG12,Tongue squamous cell carcinoma,0
SNORD114-17,Hypopharyngeal cancer,0
SNORD42B,Triple negative breast cancer,0
SNORD102,Triple negative breast cancer,0
SNORA61,Early hepatocellular carcinoma,0
SNORD114-17,Hepatic carcinoma,0
SNORD114-25,Epithelial ovarian cancer,0
SNORA67,Stomach cancer,0
SNORD65,Pancreatic cancer,0
SNORA7B,Lung small cell carcinoma,0
SNORD96A,Dysregulated immunity,0
SNORA50C,Dysregulated immunity,0
SNORD55,Herpes simplex keratitis,0
SNORD18C,Melanoma,0
SNORA71C,Cardiac hypertrophy,0
SNORD14E,Uterine leiomyoma,0
SNORD114-13,Cervical cancer,0
SNORD65,Tongue squamous cell carcinoma,0
SNORD45C,Epithelial ovarian carcinoma,0
RNVU1-18,Liver cancer,0
SNORD113-7,Rheumatoid arthritis,0
SNORA5B,Renal carcinoma,0
SNORA25,Adenocarcinoma,0
SCARNA4,Gallbladder cancer,0
SNORD62B,Esophageal cancer,0
SNORD56,Stomach cancer,0
SNORA71C,Myasthenia gravis,0
SCARNA15,Prostatic neoplasms,0
SNORA9,Tuberculosis,0
SNORD83B,Dysregulated immunity,0
SNHG19,Adenocarcinoma,0
SNORA63,Ovarian clear cell carcinoma,0
SNORA35,Primary breast cancer,0
SNORA71C,Malignant glioma,0
SNORD3B-1,Esophagus adenocarcinoma,0
SNORD57,Glioblastoma,0
GAS5,Pancreatic ductal adenocarcinoma,0
SNORD58A,Cancer,0
SNORA14A,Pediatric neuroblastoma,0
SNORD105B,Liver cancer,0
SNORD4B,Malignant glioma,0
SCARNA18,Acute promyelocytic leukemia,0
SNORD114-13,Atherosclerosis,0
RNU1-1,Melanoma,0
SNORD42A,Ischemia,0
SNORD36A,Laryngeal cancer,0
SNORA70F,Lung small cell carcinoma,0
SNORD115-33,Laryngeal squamous cell carcinoma,0
SNORA14B,Parkinson disease,0
SNHG25,Chronic obstructive pulmonary disease,0
SNORA17B,Head and neck squamous cell carcinoma,0
SNORD66,Gastric carcinoma,0
SNORA62,Stomach cancer,0
SNORA22,Head and neck squamous cell carcinoma,0
SNORD45A,Gallbladder cancer,0
SNORD105,Nasopharyngeal carcinoma,0
SNORD38A,Prostatic neoplasms,0
SNORD3C,Acute promyelocytic leukemia,0
SNORD47,Hemangioma,0
SNORD115-21,Colorectal carcinoma,0
SCARNA10,Glioma,0
SCARNA18,Malignant glioma,0
SNORD19,Alzheimer disease,0
SNORD88B,Adenocarcinoma,0
SNORD115-21,Atherosclerosis,0
SNORD14C,Epstein-barr virus infections,0
SNORA30,Ovarian carcinoma,0
SNORD116@,Pancreatic adenocarcinoma,0
SCARNA18,Lung squamous cell carcinoma,0
SNORA66,Papillary thyroid cancer,0
SNHG5,Epstein-barr virus infections,0
SNORA3B,Ovarian carcinoma,0
SNHG4,Cerebral cavernous malformations,0
SNORD62B,Hepatocellular carcinoma,0
SNORD41,Neuroblastoma,0
SNORD115-32,Lymphosarcoma,0
SNORD82,Renal cell cancer,0
SNORD79,Multiple myeloma,0
SNORD82,Leukemia lymphoblastic acute,0
SNORD11B,Retinoblastoma,0
SCARNA14,Glioblastoma,0
SNORA64,Prostate carcinoma,0
SNORA35,Herpes simplex keratitis,0
SNORA2B,Pneumonia,0
SNORD97,Colon and rectal adenocarcinoma,0
SNORD103C,Hepatocellular carcinoma,0
SNORA31,Meningioma,0
SNORD114-1,Colorectal carcinoma,0
SNORD21,Non small cell lung carcinoma,0
SCARNA9,Herpes simplex keratitis,0
SNORD13,Retinoblastoma,0
SNORD14E,Urinary bladder cancer,0
SNORD58C,Pancreatic adenocarcinoma,0
SNORA26,Colon carcinoma,0
SNORD99,Urinary bladder cancer,0
SNORD124,Lung adenocarcinoma,0
SNORD44,Acute myeloid leukemia,0
SNORD103C,Epstein-barr virus infections,0
SNORD116-3,Meningioma,0
SNORA2B,Acute promyelocytic leukemia,0
SNORA11E,Uterine cervical neoplasm,0
SNORD35A,Parkinson disease,0
SNORD12C,Hemangioma,0
SNORD3B-2,Lung adenocarcinoma,0
RNVU1-7,Colorectal carcinoma,0
SNORA62,Myasthenia gravis,0
SNORD14A,Osteoarthritis,0
SNORA72,Early hepatocellular carcinoma,0
SNORA28,Colon cancer,0
SNORD99,Leukemia lymphoblastic acute,0
SNORD114-26,Uterine leiomyoma,0
SNORD36B,Esophageal squamous cell cancer,0
SNORA5A,Thyroid cancer,0
SNORD13,Colon cancer,0
SNORD54,West nile virus infection,0
SNORD48,Nasopharyngeal cancer,0
SNORD89,Non small cell lung carcinoma,0
SNHG12,West nile virus infection,0
SNORD113-8,Lung adenocarcinoma,0
SNORA65,Liver cancer,0
SNORA70D,Pancreatic adenocarcinoma,0
SNORD114-11,Wilms tumor,0
SNORD74,Stomach cancer,0
SNORD56,Prostate carcinoma,0
SNORD37,Ovarian cancer,0
SNORD45A,Heart failure,0
SNORD119,Chronic myeloid leukemia,0
SNORD88B,Atherosclerosis,0
SNORD84,Acute myeloid leukemia,0
SNORD115-33,Bladder cancer,0
SNORA35,Early hepatocellular carcinoma,0
SNORD97,Gallbladder cancer,0
SNORA13,Gastric cancer,0
SNORA36C,Renal cell cancer,0
SNORD42A,Papillary thyroid carcinoma,0
SNORD43,Esophageal cancer,0
SNORD4A,Primary breast cancer,0
SNORD14C,Colorectal adenocarcinoma,0
SNORD114-29,Tuberculosis,0
SCARNA16,Pneumonia,0
SNORD11,Adenocarcinoma,0
SNORD38A,Laryngeal squamous cell carcinoma,0
SNORA17B,Pediatric neuroblastoma,0
SNORD15B,Lung carcinoma,0
RNU1-3,Lung cancer,0
SNORD114-11,Parkinson disease,0
SNORA5C,Liposarcoma,0
SNORA65,Primary breast cancer,0
SNORD45C,Glioma,0
RNU1-3,West nile virus infection,0
SNORD114-13,Leukemia lymphoblastic acute,0
SNORD115-33,Renal cell cancer,0
SNORD23,Tongue squamous cell carcinoma,0
SNORD115-42,Uterine leiomyoma,0
SNORA40,Ovarian cancer,0
SNORD115-23,Mouth neoplasms,0
SNORD56,Cerebral cavernous malformations,0
SNORD114-15,Epithelial ovarian cancer,0
SNORD19,Cholangiocarcinoma,0
SNORD5,Heart failure,0
SNORA57,B-cell lymphoma,0
SNORD45C,Neuroblastoma,0
SNORD74,Pediatric neuroblastoma,0
SNORD69,Lung adenocarcinoma,0
SCARNA12,Papillary thyroid cancer,0
SNORD84,Acute promyelocytic leukemia,0
SNORD82,Colon cancer,0
SNORD117,Lung squamous cell carcinoma,0
SNORA71D,Osteoarthritis,0
SNORD114-29,Neuroblastoma,0
SNORD113-9,Nonalcoholic fatty liver disease,0
SNORD36C,Pancreatic cancer,0
SNHG4,Colorectal adenocarcinoma,0
SNORD113-6,Gastric carcinoma,0
RNVU1-18,Parkinson disease,0
SNORD113-5,Stomach cancer,0
SNORD50A,Stomach cancer,0
SNORD119,Neuroblastoma,0
SNORD90,Osteosarcoma,0
SNORD114-21,Hypopharyngeal cancer,0
SNORD115-15,Acute promyelocytic leukemia,0
TERC,Glioma,0
SNORD121B,Osteosarcoma,0
SNORD15A,Nonalcoholic fatty liver disease,0
SNORA69,Retinoblastoma,0
SNORD116-21,Renal cell cancer,0
SNHG12,Epstein-barr virus infections,0
SNORD19B,Uterine leiomyoma,0
SNORD20,Prostate carcinoma,0
SNORA46,Nonalcoholic fatty liver disease,0
SNORD44,Laryngeal squamous cell carcinoma,0
SNORD63,Esophageal cancer,0
SNORA50A,B-cell lymphoma,0
SNORD3B-1,Epithelial ovarian cancer,0
SNORD121B,Ovarian cancer,0
SNORA70B,Cholangiocarcinoma,0
SNORD55,Gastric carcinoma,0
SNORA27,Primary breast cancer,0
SNORA52,Liver fibrosis,0
SNORD58A,Prostate carcinoma,0
RNU1-4,Esophageal squamous cell cancer,0
SNORA21,Colon and rectal adenocarcinoma,0
SNORD75,Esophageal cancer,0
SNORD22,Esophageal cancer,0
SNORD114-28,Tongue squamous cell carcinoma,0
SNORA79,Prostatic neoplasms,0
SNORD60,Prader-willi syndrome,0
SNORA17B,Glioma,0
SNORA70,Ovarian carcinoma,0
SCARNA4,Nasopharyngeal carcinoma,0
SNORD114-1,Renal carcinoma,0
SNORA3B,Tongue squamous cell carcinoma,0
SNORD115-40,Colon cancer,0
SNHG19,Epithelial ovarian cancer,0
SNORA36A,Lymphosarcoma,0
SNORD115-32,Adenocarcinoma,0
SNORD74,Prostatic neoplasms,0
SNORD38A,B-cell lymphoma,0
SNORD51,Ovarian carcinoma,0
SNORA63,Esophageal squamous cell cancer,0
SNORD74,Myasthenia gravis,0
SNORD91B,Dysregulated immunity,0
SNORD4A,Triple negative breast cancer,0
SNORD99,Gastric carcinoma,0
SNHG9,Adenocarcinoma,0
SNORA36A,Chronic obstructive pulmonary disease,0
SNORA35,Pancreatic adenocarcinoma,0
SNORD15A,Lung cancer,0
SNORD114-26,Esophageal cancer,0
SNORD114-9,Prader-willi syndrome,0
SNORA71B,Colon cancer,0
SNORA71A,Triple negative breast cancer,0
SNORA74B,Ovarian cancer,0
SNORD63,Glioblastoma,0
SNORD21,Lymphoma,0
SNORD118,Prostate carcinoma,0
SNORD99,Clear cell renal cell carcinoma,0
RNU7-1,Primary breast cancer,0
SNORA20,Nk/T cell lymphoma,0
SNORD114-10,Colon cancer,0
SNORD115-31,Liver cancer,0
SNORD31,Prostate carcinoma,0
SNORD3C,Triple negative breast cancer,0
SNORD48,Wilms tumor,0
SNORD113-4,Leukemia lymphoblastic acute,0
SNORA62,Uterine leiomyoma,0
SNORD79,Renal cell carcinoma,0
SNORD64,Papillary thyroid carcinoma,0
SNORA27,Ovarian clear cell carcinoma,0
SNORD43,Liver cancer,0
SNORD55,Tongue squamous cell carcinoma,0
SNORD103A,Lung adenocarcinoma,0
SNORD113-9,T-cell acute lymphoblastic leukemia,0
SNORD3P3,Esophageal squamous cell cancer,0
SNORD116-21,Malignant glioma,0
